# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|50	TNFRSF1B (+147941), DHRS3 (+302736)
chrX|200	AKAP4 (+90663), CLCN5 (+187776)
chrX|201	CCNB3 (+155585), SHROOM4 (+432043)
chrX|202	SHROOM4 (+182043), CCNB3 (+405585)
chrX|211	SSX7 (+58949), MAGED1 (+988266)
chrX|216	HUWE1 (-163887), PHF8 (+196681)
chrX|222	MTRNR2L10 (-166057), MAGEH1 (-103537)
chrX|233	ZXDA (-187934)
chrX|234	ZXDA (-437934)
chrX|235	ZXDA (-687934)
chrX|248	SPIN4 (+696217)
chrX|249	SPIN4 (+446217)
chrX|250	SPIN4 (+196217)
chrX|253	ARHGEF9 (-150008), AMER1 (+300623)
chrX|256	MTMR8 (-259690), ZC4H2 (+321363)
chrX|257	MTMR8 (-509690), ZC4H2 (+71363)
chrX|259	ZC4H2 (-428637), ZC3H12B (-83614)
chrX|263	EDA2R (+233882), HEPH (+242610)
chrX|265	AR (-639464), EDA2R (-266118)
chrX|266	EDA2R (-516118), AR (-389464)
chrX|267	EDA2R (-766118), AR (-139464)
chrX|268	AR (+110536), OPHN1 (+778646)
chrX|269	AR (+360536), OPHN1 (+528646)
chrX|277	AWAT2 (+144787), EDA (+289090)
chrX|289	PABPC1L2B (-98351), DMRTC1 (-29193)
chrX|299	ZDHHC15 (+118089), UPRT (+131078)
chrX|300	PBDC1 (-517770), ZDHHC15 (-131911)
chrX|303	MAGEE1 (-23045), PBDC1 (+232230)
chrX|304	FGF16 (-834647), MAGEE1 (+226955)
chrX|305	FGF16 (-584647), MAGEE1 (+476955)
chrX|306	FGF16 (-334647), MAGEE1 (+726955)
chrX|307	FGF16 (-84647), MAGEE1 (+976955)
chrX|311	CYSLTR1 (-42021), ZCCHC5 (+289824)
chrX|312	CYSLTR1 (-292021), ZCCHC5 (+39824)
chrX|316	TBX22 (-402740), ITM2A (-252145)
chrX|317	ITM2A (-502145), TBX22 (-152740)
chrX|318	TBX22 (+97260), BRWD3 (+690186)
chrX|319	TBX22 (+347260), BRWD3 (+440186)
chrX|323	HMGN5 (-167560)
chrX|324	HMGN5 (-417560)
chrX|325	HMGN5 (-667560)
chrX|326	HMGN5 (-917560)
chrX|327	NONE
chrX|328	POU3F4 (-888268)
chrX|330	POU3F4 (-388268)
chrX|331	POU3F4 (-138268)
chrX|333	CYLC1 (+8847), RPS6KA6 (+317914)
chrX|335	RPS6KA6 (-182086), HDX (+132460)
chrX|337	HDX (-367540), APOOL (-133831)
chrX|340	POF1B (-240253), CHM (+427565)
chrX|341	POF1B (-490253), CHM (+177565)
chrX|344	KLHL4 (-897816), DACH2 (+471376)
chrX|345	KLHL4 (-647816), DACH2 (+721376)
chrX|346	KLHL4 (-397816), DACH2 (+971376)
chrX|347	KLHL4 (-147816)
chrX|349	CPXCR1 (-877225), KLHL4 (+352184)
chrX|350	CPXCR1 (-627225), KLHL4 (+602184)
chrX|351	CPXCR1 (-377225), KLHL4 (+852184)
chrX|352	CPXCR1 (-127225)
chrX|353	CPXCR1 (+122775)
chrX|354	TGIF2LX (-801954), CPXCR1 (+372775)
chrX|355	TGIF2LX (-551954), CPXCR1 (+622775)
chrX|356	TGIF2LX (-301954), CPXCR1 (+872775)
chrX|357	TGIF2LX (-51954)
chrX|358	TGIF2LX (+198046)
chrX|360	PABPC5 (-814822), TGIF2LX (+698046)
chrX|361	PABPC5 (-564822), TGIF2LX (+948046)
chrX|362	PABPC5 (-314822)
chrX|364	PCDH11X (-214658), PABPC5 (+185178)
chrX|365	PCDH11X (+35342)
chrX|366	PCDH11X (+285342)
chrX|367	PCDH11X (+535342)
chrX|368	PCDH11X (+785342)
chrX|369	NAP1L3 (+803566)
chrX|370	NAP1L3 (+553566)
chrX|371	NAP1L3 (+303566)
chrX|372	NAP1L3 (+53566)
chrX|373	NAP1L3 (-196434)
chrX|374	NAP1L3 (-446434)
chrX|375	NAP1L3 (-696434)
chrX|376	NAP1L3 (-946434)
chrX|377	NONE
chrX|378	NONE
chrX|379	NONE
chrX|380	NONE
chrX|381	DIAPH2 (-814710)
chrX|382	DIAPH2 (-564710)
chrX|385	RPA4 (-13906), DIAPH2 (+185290)
chrX|386	RPA4 (+236094)
chrX|387	RPA4 (+486094)
chrX|388	RPA4 (+736094)
chrX|389	RPA4 (+986094)
chrX|390	NONE
chrX|391	NONE
chrX|392	NONE
chrX|393	NONE
chrX|394	NONE
chrX|395	NONE
chrX|396	PCDH19 (+790270)
chrX|398	PCDH19 (+290270)
chrX|417	IL1RAPL2 (+314005), TEX13A (+340357)
chrX|419	NRK (-441535), TEX13A (-159643)
chrX|420	TEX13A (-409643), NRK (-191535)
chrX|423	RNF128 (-344893), SERPINA7 (-343616)
chrX|427	NUP62CL (-175338), FRMPD3 (-140679)
chrX|433	IRS4 (-145350), GUCY2F (+600300)
chrX|434	IRS4 (-395350), GUCY2F (+350300)
chrX|451	AMOT (-558647)
chrX|452	HTR2C (-943550), AMOT (-808647)
chrX|464	CXorf61 (-280837)
chrX|465	CXorf61 (-530837), KLHL13 (+994242)
chrX|466	CXorf61 (-780837), KLHL13 (+744242)
chrX|467	KLHL13 (+494242)
chrX|468	KLHL13 (+244242)
chrX|483	GLUD2 (+443539)
chrX|484	GLUD2 (+693539)
chrX|485	GLUD2 (+943539)
chrX|486	GRIA3 (-943095)
chrX|487	GRIA3 (-693095)
chrX|488	GRIA3 (-443095)
chrX|489	GRIA3 (-193095)
chrX|491	THOC2 (+241903), GRIA3 (+306905)
chrX|494	SH2D1A (-105193), STAG2 (+280632)
chrX|495	SH2D1A (+144807), TENM1 (+472665)
chrX|496	TENM1 (+222665), SH2D1A (+394807)
chrX|497	TENM1 (-27335)
chrX|498	TENM1 (-277335)
chrX|499	TENM1 (-527335)
chrX|500	TENM1 (-777335), DCAF12L1 (+811833)
chrX|501	DCAF12L1 (+561833)
chrX|502	DCAF12L1 (+311833)
chrX|503	DCAF12L1 (+61833)
chrX|504	DCAF12L1 (-188167)
chrX|505	DCAF12L1 (-438167)
chrX|506	DCAF12L1 (-688167), ACTRT1 (+811381)
chrX|507	DCAF12L1 (-938167), ACTRT1 (+561381)
chrX|508	ACTRT1 (+311381)
chrX|509	ACTRT1 (+61381)
chrX|510	ACTRT1 (-188619)
chrX|511	ACTRT1 (-438619)
chrX|512	ACTRT1 (-688619), SMARCA1 (+782476)
chrX|513	ACTRT1 (-938619), SMARCA1 (+532476)
chrX|514	SMARCA1 (+282476)
chrX|517	BCORL1 (-14163), UTP14A (+84842)
chrX|520	ENOX2 (+162207), RBMX2 (+339058)
chrX|528	MBNL3 (-301283), HS6ST2 (+220422)
chrX|530	TFDP3 (-22625), GPC4 (+174517)
chrX|533	PHF6 (-382341), GPC3 (-5328)
chrX|545	ZIC3 (-523300), GPR101 (-11168)
chrX|546	ZIC3 (-273300), GPR101 (-261168)
chrX|548	ZIC3 (+226700)
chrX|549	ZIC3 (+476700)
chrX|550	ZIC3 (+726700), FGF13 (+911268)
chrX|551	FGF13 (+661268), ZIC3 (+976700)
chrX|552	FGF13 (+411268)
chrX|553	FGF13 (+161268)
chrX|555	F9 (+12084), MCF2 (+165385)
chrX|556	MCF2 (-84615), ATP11C (+39446)
chrX|558	CXorf66 (-327322), SOX3 (+212224)
chrX|560	SOX3 (-287776), SPANXB2 (-209755)
chrX|561	SPANXB1 (+28240), LDOC1 (+146309)
chrX|563	SPANXC (-288372), SPANXA1 (+48132)
chrX|564	MAGEC1 (-116679), SPANXD (-88105)
chrX|566	MAGEC2 (-81925)
chrX|567	MAGEC2 (-331925)
chrX|568	MAGEC2 (-581925), SLITRK4 (+847318)
chrX|569	MAGEC2 (-831925), SLITRK4 (+597318)
chrX|570	SLITRK4 (+347318)
chrX|571	SLITRK4 (+97318)
chrX|572	SLITRK4 (-152682), UBE2NL (-92172)
chrX|573	UBE2NL (+157828)
chrX|574	UBE2NL (+407828)
chrX|575	UBE2NL (+657828)
chrX|576	UBE2NL (+907828)
chrX|577	SLITRK2 (-774688)
chrX|578	SLITRK2 (-524688)
chrX|579	SLITRK2 (-274688)
chrX|580	SLITRK2 (-24688)
chrX|581	TMEM257 (+216073)
chrX|582	TMEM257 (+466073)
chrX|583	TMEM257 (+716073)
chrX|584	TMEM257 (+966073)
chrX|585	FMR1 (-868569)
chrX|586	FMR1 (-618569)
chrX|587	FMR1 (-368569)
chrX|589	AFF2 (-457138), FMR1NB (+62152)
chrX|590	AFF2 (-207138), FMR1NB (+312152)
chrX|591	AFF2 (+42862), IDS (+961876)
chrX|592	AFF2 (+292862), IDS (+711876)
chrX|593	IDS (+461876), AFF2 (+542862)
chrX|594	IDS (+211876), AFF2 (+792862)
chrX|600	MTMR1 (+13118), CD99L2 (+192178)
chrX|602	VMA21 (-190675), GPR50 (+29876)
chrX|604	FATE1 (-9506), PRRG3 (+8222)
chrX|605	GABRE (+18150), MAGEA4 (+38302)
chrX|606	MAGEA10 (-67976), GABRA3 (+244829)
chrX|607	GABRQ (-181636), GABRA3 (-5171)

