# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr1|114	EYA3 (+40206), XKR8 (+89028)
chr18|242	PHLPP1 (-7682), ZCCHC2 (+184761)
chr18|244	BCL2 (+112360), PHLPP1 (+492318)
chr18|245	VPS4B (-35305), SERPINB5 (-18993)
chr18|266	TMX3 (+7534)
chr18|272	RTTN (-1820)
chr18|287	FBXO15 (+190099)
chr18|288	TIMM21 (+59255), CYB5A (+84250)
chr18|289	FAM69C (-498)
chr18|290	ZNF407 (+32025), ZADH2 (+546302)
chr18|291	ZNF407 (+282025), ZADH2 (+296302)
chr18|292	ZADH2 (+46302), ZNF407 (+532025)
chr18|293	SMIM21 (+14657), TSHZ1 (+202291)
chr18|294	SMIM21 (-235343), ZNF516 (+832145)
chr18|296	SMIM21 (-735343), ZNF516 (+332145)
chr18|297	SMIM21 (-985343), ZNF516 (+82145)
chr18|298	ZNF516 (-167855), ZNF236 (-161115)
chr18|299	ZNF236 (+88885), MBP (+219724)
chr18|300	GALR1 (-87504), MBP (-30276)
chr18|301	GALR1 (+162496)
chr18|308	NFATC1 (-285335), ATP9B (+45607)
chr18|309	NFATC1 (-35335), ATP9B (+295607)
chr18|310	CTDP1 (-64800), NFATC1 (+214665)
chr18|311	KCNG2 (+1333), PQLC1 (+86663)
chr18|312	ADNP2 (+8086), PARD6G (+130428)
chr19|41	COL5A3 (-3854), RDH8 (+1076)
chr19|42	ICAM1 (-6510), MRPL4 (+12358)
chr19|43	KEAP1 (-10584), S1PR5 (+3606)
chr19|46	DOCK6 (-1873)
chr19|47	ZNF653 (-8263), ECSIT (+14988)
chr19|49	ZNF433 (+21524), ZNF763 (+49132)
chr19|51	ZNF709 (-29358), ZNF564 (+37342)
chr19|52	HOOK2 (+11336), BEST2 (+12485)
chr19|53	NFIX (+18579), LYL1 (+88680)
chr19|54	IER2 (+112212), CACNA1A (+242037)
chr19|55	CCDC130 (-217573), CACNA1A (-7963)
chr19|56	MRI1 (-362)
chr19|57	RLN3 (-13959), RFX1 (-7904)
chr19|59	GIPC1 (-18057), DNAJB1 (+4231)
chr19|72	B3GNT3 (-30918), FCHO1 (+16474)
chr19|73	MAST3 (-83602), ARRDC2 (+6024)
chr19|74	PDE4C (-8772), KIAA1683 (+10318)
chr19|75	ISYNA1 (-75890), ELL (+7936)
chr19|76	COMP (+27122), CRTC1 (+80513)
chr19|77	HOMER3 (-74557), SUGP2 (+19831)
chr19|78	HAPLN4 (-1396)
chr19|79	NDUFA13 (-1546)
chr19|80	ZNF14 (-31095), ZNF506 (+57559)
chr19|134	SLC7A9 (-14329), CEP89 (+87868)
chr19|136	CEBPG (+10765), PEPD (+137699)
chr19|139	LSM14A (-38470), KCTD15 (+335710)
chr19|140	PDCD2L (-20288), GPI (+19356)
chr19|141	SCGB2B2 (+41603), WTIP (+152458)
chr19|142	ZNF599 (-110881), ZNF30 (-42806)
chr19|143	LGI4 (+1103), FXYD3 (+17835)
chr19|144	FFAR2 (-64202), GPR42 (+13170)
chr19|145	ETV2 (-7646), RBM42 (+5050)
chr19|146	APLP1 (+15654), NFKBID (+16551)
chr19|147	POLR2I (-18753), CAPNS1 (-5476)
chr19|148	ZFP14 (-4900)
chr19|149	ZNF382 (+28780), ZNF461 (+32738)
chr19|151	ZNF585A (+38614), ZNF420 (+55619)
chr19|153	ZNF571 (-39329), ZFP30 (+21312)
chr19|154	ZNF573 (-110610), SIPA1L3 (-22867)
chr19|155	DPF1 (+89889), SIPA1L3 (+227133)
chr19|156	GGN (+3665), PSMD8 (+9825)
chr19|157	ACTN4 (-13309), EIF3K (+15264)
chr19|158	RINL (-6082), SIRT2 (+15462)
chr19|159	NCCRP1 (-62600), PAK4 (+8547)
chr19|160	PAF1 (+6834), SAMD4B (+41893)
chr19|161	LGALS16 (-21533), LGALS13 (+31837)
chr19|162	FBL (-37947), FCGBP (+65532)
chr19|163	MAP3K10 (-72650), ZNF780A (-28156)
chr19|164	PLD3 (+20409), HIPK4 (+21093)
chr19|165	LTBP4 (+21860), NUMBL (+71555)
chr19|166	CYP2A6 (-18649), CYP2A7 (+13656)
chr19|167	CYP2S1 (-73953), CYP2F1 (+4664)
chr19|168	B9D2 (-4923)
chr19|169	CEACAM4 (+8441), CEACAM21 (+42400)
chr19|170	CD79A (-6189), RPS19 (+11013)
chr19|171	POU2F2 (+11578), ZNF574 (+50483)
chr19|172	CNFN (+19438), MEGF8 (+45240)
chr19|176	PSG9 (-101321), TEX101 (-30647)
chr19|177	ZNF428 (-975)
chr19|178	ZNF404 (+13115), ZNF283 (+43557)
chr19|179	ZNF234 (-20758), ZNF225 (+7490)
chr19|180	ZNF112 (-14169), ZNF285 (+30754)
chr19|181	PVR (-22097), IGSF23 (+8061)
chr19|182	TOMM40 (-19492), PVRL2 (+25218)
chr19|183	PPP1R37 (+28781), NKPD1 (+38407)
chr19|184	ERCC2 (-1125)
chr19|185	GPR4 (-19535), EML2 (+23886)
chr19|186	FOXA3 (+7483), IRF2BP1 (+14375)
chr19|188	PPP5C (+24750), CCDC8 (+41840)
chr19|189	PTGIR (+3374), CALM3 (+20508)
chr19|190	ARHGAP35 (-46932), AP2S1 (-20752)
chr19|191	SAE1 (-9119), ZC3H4 (-7992)
chr19|192	DHX34 (+22463), MEIS3 (+47544)
chr19|193	EHD2 (-91599), GLTSCR1 (+13548)
chr19|194	SULT2A1 (+14653), TPRX2P (+37300)
chr19|195	PLA2G4C (-10927), LIG1 (+48859)
chr19|196	SYNGR4 (+7349), KDELR1 (+19809)
chr19|197	RPL18 (-2208)
chr19|198	PLEKHA4 (-3112), PPP1R15A (-648)
chr19|199	PPFIA3 (+2355), HRC (+33680)
chr19|200	CCDC155 (-16474), DKKL1 (+8150)
chr19|201	RRAS (+18457), PRR12 (+30101)
chr19|202	PNKP (-4179)
chr19|203	VRK3 (-95798), IZUMO2 (+41451)
chr19|204	NR1H2 (-4725)
chr19|205	LRRC4B (-70702), SYT3 (+16301)
chr19|206	KLK2 (-1504)
chr19|207	SIGLEC9 (-3164)
chr19|208	CLDND2 (-2744), NKG7 (+968)
chr19|209	ENSG00000167765 (-27368), SIGLEC5 (+8587)
chr19|210	ZNF577 (+16203), FPR3 (+76585)
chr19|211	ZNF841 (-25983), ZNF616 (+18169)
chr19|212	ZNF528 (-26120), ZNF880 (+1797)
chr19|213	ZNF83 (+15338), ZNF701 (+51084)
chr19|214	ZNF468 (-14129), ZNF320 (+25812)
chr19|216	ZNF765 (-23402), ZNF525 (+6055)
chr19|219	CNOT3 (-20111), TFPT (-5946)
chr19|220	LILRA4 (-24580), LAIR1 (+1563)
chr19|223	PPP1R12C (+3926), EPS8L1 (+37732)
chr19|224	COX6B2 (-8922), IL11 (+6740)
chr19|225	ZNF865 (+8230), ZNF784 (+10966)
chr19|227	ZNF787 (+7648), NLRP5 (+113909)
chr19|232	ENSG00000268133 (+67), ZNF547 (+67), TRAPPC2P1 (+122)
chr19|233	ZNF134 (-618)
chr19|234	ZNF587 (+13776), ZNF814 (+25404)
chr19|235	ZSCAN18 (+4792), ZNF135 (+54394)
chr19|236	ZNF497 (-881)
chr19|237	CHMP2A (+1513), TRIM28 (+8656)
chr20|72	MGME1 (-74555), BANF2 (+200684)
chr20|76	SLC24A3 (-318289), SCP2D1 (+80631)
chr20|80	NAA20 (-122759), RIN2 (+7836)
chr20|81	INSM1 (-223764), CRNKL1 (-88311)
chr20|93	NXT1 (-206372), CD93 (-58024)
chr20|94	NAPB (+27124), GZF1 (+32182)
chr20|100	CST7 (-54865), SYNDIG1 (+425166)
chr20|101	VSX1 (-62005), ENTPD6 (-51355)
chr20|102	ABHD12 (-3382)
chr20|103	NANP (-20190), ZNF337 (+42592)
chr20|121	ID1 (-68085), HM13 (+22770)
chr20|122	MYLK2 (-32110), TPX2 (+47927)
chr20|123	HCK (-15063), CCM2L (+26748)
chr20|128	BPIFB1 (+4060), CDK5RAP1 (+114366)
chr20|139	EPB41L1 (-117671), SCAND1 (-77607)
chr20|148	TGM2 (-81227), BPI (-57524)
chr20|149	ADIG (-84837), RALGAPB (+23542)
chr20|150	ACTR5 (-2084)
chr20|151	DHX35 (+34023)
chr20|157	MAFB (+192879)
chr20|158	TOP1 (-282457), MAFB (-57121)
chr20|159	MAFB (-307121), TOP1 (-32457)
chr20|160	ZHX3 (+53717), PLCG1 (+109124)
chr20|170	TOX2 (-168491), GTSF1L (-19363)
chr20|172	JPH2 (-58783), FITM2 (+64808)
chr20|173	TTPAL (+20473), SERINC3 (+25749)
chr20|174	KCNK15 (+580)
chr20|176	SLPI (+8204), SEMG2 (+25060)
chr20|177	SPINT3 (+19263), WFDC2 (+26655)
chr20|180	CDH22 (+5333), CD40 (+128090)
chr20|182	EYA2 (-148262), SLC2A10 (+36875)
chr20|183	EYA2 (+101738), ZMYND8 (+360413)
chr20|184	ZMYND8 (+110413), EYA2 (+351738)
chr20|185	ZMYND8 (-139587), NCOA3 (-5670)
chr20|188	SULF2 (-459671), PREX1 (+569419)
chr20|191	CSE1L (-37848), ARFGEF2 (+86574)
chr20|192	ZNFX1 (+19755), DDX27 (+39117)
chr20|193	KCNB1 (-25817), PTGIS (+59682)
chr20|194	SLC9A8 (-54249), B4GALT5 (-44586)
chr20|196	PTPN1 (-251890), CEBPB (+67625)
chr20|198	BCAS4 (-36430), PARD6B (+26920)
chr20|199	KCNG1 (+14665), MOCS3 (+49638)
chr20|200	KCNG1 (-235335), NFATC2 (+284257)
chr20|201	KCNG1 (-485335), NFATC2 (+34257)
chr20|202	NFATC2 (-215743), ATP9A (+10172)
chr20|203	SALL4 (-205942), ZFP64 (+183524)
chr20|204	TSHZ2 (-713945), ZFP64 (-66476)
chr20|210	ZNF217 (-164623), BCAS1 (+312132)
chr20|220	FAM210B (-58970), MC3R (+51213)
chr20|221	TFAP2C (-79357), FAM209B (+16699)
chr20|222	TFAP2C (+170643), BMP7 (+466683)
chr20|223	BMP7 (+216683), TFAP2C (+420643)
chr20|224	BMP7 (-33317), SPO11 (-29814)
chr20|225	CTCFL (-24838), PCK1 (-11135)
chr20|226	PMEPA1 (-90043), PPP4R1L (+509494)
chr20|227	PMEPA1 (-340043), PPP4R1L (+259494)
chr20|228	PMEPA1 (-590043), PPP4R1L (+9494)
chr20|229	STX16 (-101338), APCDD1L (-35007)
chr20|230	GNAS (-52768), NPEPL1 (+107332)
chr20|231	ZNF831 (-141074), SLMO2 (-7037)
chr20|235	CDH26 (+91519)
chr20|243	TAF4 (+15865), CDH4 (+797519)
chr20|244	ADRM1 (-3060)
chr20|247	BHLHE23 (+13386), SLC17A9 (+40949)
chr20|252	PCMTD2 (-12120), MYT1 (+79174)
chr21|108	MRPL39 (+104828)
chr21|109	ATP5J (-17657), APP (+417971)
chr21|111	APP (-82029), CYYR1 (+320602)
chr21|122	LTN1 (-9731), RWDD2B (+16698)
chr21|123	BACH1 (-46736), MAP3K7CL (+172128)
chr21|131	KRTAP19-8 (-214206), TIAM1 (+306289)
chr21|132	KRTAP19-8 (-464206), TIAM1 (+56289)
chr21|133	HUNK (-120627), SCAF4 (-20613)
chr21|135	MIS18A (+26379), HUNK (+379373)
chr21|136	TCP10L (+82842), EVA1C (+90312)
chr21|137	SYNJ1 (-24642), PAXBP1 (+19168)
chr21|138	C21orf62 (-194973), OLIG2 (-23242)
chr21|139	IL10RB (-13662), IFNAR2 (+22722)
chr21|140	SON (-39923), TMEM50B (-22683)
chr21|141	ITSN1 (+110237), ATP5O (+163283)
chr21|142	ATP5O (-86717), MRPS6 (-70822)
chr21|143	KCNE2 (-111322), SLC5A3 (+179131)
chr21|144	ENSG00000243627 (-78737), KCNE1 (+8612)
chr21|145	CLIC6 (+83313), RUNX1 (+296640)
chr21|146	RUNX1 (+46640), CLIC6 (+333313)
chr21|147	RUNX1 (-203360), SETD4 (+807558)
chr21|148	RUNX1 (-453360), SETD4 (+557558)
chr21|149	RUNX1 (-703360), SETD4 (+307558)
chr21|150	RUNX1 (-953360), SETD4 (+57558)
chr21|151	MORC3 (-67486), DOPEY2 (+88168)
chr21|152	SIM2 (-196433), CLDN14 (-22613)
chr21|153	SIM2 (+53567), HLCS (+213772)
chr21|154	RIPPLY3 (-3862)
chr21|155	DSCR3 (+14832), TTC3 (+171105)
chr21|156	DYRK1A (+82399), KCNJ6 (+413748)
chr21|157	KCNJ6 (+163748), DYRK1A (+332399)
chr21|158	KCNJ6 (-86252), DSCR4 (+118453)
chr21|159	KCNJ15 (-19344), DSCR8 (+131434)
chr21|160	ERG (+158617), KCNJ15 (+230656)
chr21|161	ERG (-91383), ETS2 (-52230)
chr21|162	PSMG1 (+180776), ETS2 (+197770)
chr21|163	PSMG1 (-69224), BRWD1 (+60744)
chr21|164	B3GALT5 (-53368), SH3BGR (+51245)
chr21|165	PCP4 (-114242), IGSF5 (+7667)
chr21|166	PCP4 (+135758), DSCAM (+844064)
chr21|167	PCP4 (+385758), DSCAM (+594064)
chr21|168	DSCAM (+344064), PCP4 (+635758)
chr21|169	DSCAM (+94064), PCP4 (+885758)
chr21|170	BACE2 (-164727), DSCAM (-155936)
chr21|171	FAM3B (-63660), BACE2 (+85273)
chr21|172	TMPRSS2 (+4991), MX1 (+82559)
chr21|173	TMPRSS2 (-245009), RIPK4 (+62265)
chr21|174	C2CD2 (-1002)
chr21|175	ABCG1 (-14227), UMODL1 (+133575)
chr21|177	PDE9A (+51136), WDR4 (+174664)
chr21|179	CRYAA (+35883), SIK1 (+222007)
chr21|183	ICOSLG (+35827), C21orf33 (+71514)
chr21|185	TSPEAR (+6494), KRTAP10-12 (+7914)
chr21|186	ADARB1 (-119492), C21orf67 (-15241)
chr21|187	POFUT2 (+82812), ADARB1 (+130508)
chr21|188	COL18A1 (-402)
chr21|189	COL6A1 (-276650), PCBP3 (+61393)
chr21|190	COL6A1 (-26650), PCBP3 (+311393)
chr21|192	DIP2A (-4023)
chr21|193	PRMT2 (+9386)
chr22|73	BCL2L13 (+3645), BID (+131781)
chr22|74	BID (-118219), MICAL3 (+132324)
chr22|75	USP18 (-7665), TUBA8 (+31442)
chr22|77	TSSK2 (+6680), DGCR14 (+7196)
chr22|80	COMT (-54129), GNB1L (-32539)
chr22|92	ZNF280A (-388)
chr22|97	SMARCB1 (-4160)
chr22|98	GSTT1 (+9283), GSTT2 (+52662)
chr22|100	UPB1 (-16027), ADORA2A (+51471)
chr22|101	PIWIL3 (+45682), GGT1 (+125833)
chr22|108	SRRD (-4842), HPS4 (+4777)
chr22|109	CRYBA4 (+107073)
chr22|110	CRYBA4 (+357073), MN1 (+822485)
chr22|117	TTC28 (-49148), CHEK2 (+12825)
chr22|119	EMID1 (+23161), RHBDD3 (+38966)
chr22|120	NEFH (-1218)
chr22|121	CABP7 (+8928), ZMAT5 (+37968)
chr22|123	LIF (+17839), HORMAD2 (+148838)
chr22|124	SEC14L3 (-6965), SEC14L4 (+26681)
chr22|125	OSBP2 (+34208), MORC2 (+239186)
chr22|126	SMTN (-102304), MORC2 (-10814)
chr22|127	LIMK2 (-19472), RNF185 (+68822)
chr22|128	EIF4ENIF1 (+10572), DRG1 (+79492)
chr22|129	PISD (-100794), DEPDC5 (-25837)
chr22|130	SLC5A1 (-64018), C22orf24 (-33665)
chr22|131	RFPL2 (-25537), SLC5A4 (+26327)
chr22|132	TIMP3 (-322686), FBXO7 (+4338)
chr22|133	TIMP3 (-72686), FBXO7 (+254338)
chr22|143	HMGXB4 (-28490), ISX (+162872)
chr22|144	RASD2 (-61914), MCM5 (+78945)
chr22|145	APOL5 (+11082), RBFOX2 (+299472)
chr22|146	RBFOX2 (+49472), APOL5 (+261082)
chr22|147	APOL4 (-24122), APOL2 (+10999)
chr22|148	MYH9 (-90938), TXN2 (+3076)
chr22|149	CACNG2 (-25398), IFT27 (+47171)
chr22|150	TST (+40507), CSF2RB (+65331)
chr22|151	SSTR3 (-16639), RAC2 (+15309)
chr22|152	ELFN2 (-51496), MFNG (+7438)
chr22|153	H1F0 (-76113), TRIOBP (+31990)
chr22|154	SOX10 (+5543), POLR2F (+25331)
chr22|155	MAFF (+27112), TMEM184B (+44039)
chr22|156	KDELR3 (+10918), DDX17 (+27341)
chr22|157	GTPBP1 (+23273), SUN2 (+27003)
chr22|158	APOBEC3B (-3413)
chr22|159	CBX7 (-76346), PDGFB (+15755)
chr22|160	SMCR7L (-23357), MGAT3 (+21652)
chr22|161	GRAP2 (-172085), CACNA1I (+158243)
chr22|162	TNRC6B (-198928), GRAP2 (+77915)
chr22|163	ADSL (-117506), TNRC6B (+51072)
chr22|165	MCHR1 (+50247), SLC25A17 (+90385)
chr22|166	EP300 (-112789), RBX1 (+27638)
chr22|167	CHADL (+11937), L3MBTL2 (+23792)
chr22|169	CCDC134 (-71682), MEI1 (+29498)
chr22|170	WBP2NL (-19791), SEPT3 (+2187)
chr22|171	TCF20 (-13553), NFAM1 (+203400)
chr22|172	NFAM1 (-46600), RRP7A (+40807)
chr22|173	A4GALT (-34009), ARFGAP3 (+128407)
chr22|174	ARFGAP3 (-121593), PACSIN2 (+36150)
chr22|175	TTLL12 (-41862), SCUBE1 (+114393)
chr22|176	MPPED1 (+67799), EFCAB6 (+333156)
chr22|177	EFCAB6 (+83156), MPPED1 (+317799)
chr22|178	PARVB (-20090), SAMM50 (+23700)
chr22|179	PARVG (+56165), KIAA1644 (+83730)
chr22|180	PRR5 (-197964), KIAA1644 (-166270)
chr22|181	ARHGAP8 (+26619), PHF21B (+280580)
chr22|182	PHF21B (+30580), ARHGAP8 (+276619)
chr22|183	UPK3A (-55862), NUP50 (+65279)
chr22|184	SMC1B (-65553), FBLN1 (-23770)
chr22|185	ATXN10 (+57322), WNT7B (+248008)
chr22|186	WNT7B (-1992)
chr22|187	PKDREJ (+34218), PPARA (+78502)
chr22|188	CELSR1 (+58066), TRMU (+143679)
chr22|189	CERK (+9157), GRAMD4 (+108702)
chr22|190	TBC1D22A (+216483)
chr22|191	TBC1D22A (+466483)
chr22|200	BRD1 (+343451), FAM19A5 (+989729)
chr22|201	BRD1 (+93451)
chr22|202	PIM3 (+20840), TTLL8 (+120363)
chr22|203	PANX2 (+15841), TUBGCP6 (+57992)
chr22|204	SBF1 (+38452), PPP6R2 (+93249)
chr22|205	ACR (-51623), SHANK3 (+11931)
chrX|178	EFHC2 (-172083), FUNDC1 (+27246)
chrX|186	ZNF674 (+29875), KRBOX4 (+68709)
chrX|189	ZNF157 (-104981), USP11 (+32687)
chrX|195	GATA1 (-19961), SUV39H1 (+70015)
chrX|214	IQSEC2 (-24479), SMC1A (+74676)
chrX|215	HSD17B10 (-163681), HUWE1 (+86113)
chrX|217	PHF8 (-53319), WNK3 (+259437)
chrX|218	PHF8 (-303319), WNK3 (+9437)
chrX|219	GNL3L (+68357), ITIH6 (+199672)
chrX|221	ALAS2 (-67504), MTRNR2L10 (+83943)
chrX|223	USP51 (-109366), FOXR2 (-24832)
chrX|224	KLF8 (-384479), RRAGB (+130683)
chrX|227	UBQLN2 (+34975), SPIN3 (+396968)
chrX|228	SPIN3 (+146968), UBQLN2 (+284975)
chrX|230	ZXDB (-243268), FAAH2 (+61862)
chrX|251	SPIN4 (-53783), ARHGEF9 (+349992)
chrX|254	ARHGEF9 (-400008), AMER1 (+50623)
chrX|275	PJA1 (-239637), FAM155B (-100083)
chrX|276	EDA (+39090), AWAT2 (+394787)
chrX|278	DGAT2L6 (-22332), IGBP1 (+21702)
chrX|279	GDPD2 (-17880), KIF4A (+115061)
chrX|282	GJB1 (-60061), NLGN3 (+10289)
chrX|283	OGT (-127932), TAF1 (+38846)
chrX|284	PIN4 (-526528), CXCR3 (-36641)
chrX|285	CXCR3 (-286641), PIN4 (-276528)
chrX|286	CXCR3 (-536641), PIN4 (-26528)
chrX|288	HDAC8 (-82048), PHKA1 (+58887)
chrX|292	ZCCHC13 (-649024), CHIC1 (+91957)
chrX|293	ZCCHC13 (-399024), CHIC1 (+341957)
chrX|296	RLIM (-40549), KIAA2022 (+270319)
chrX|298	KIAA2022 (-229681), ABCB7 (+1131)
chrX|310	PGK1 (+15330), TAF9B (+20202)
chrX|321	SH3BGRL (-332441), BRWD3 (-59814)
chrX|322	BRWD3 (-309814), SH3BGRL (-82441)
chrX|342	CHM (-72435), DACH2 (-28624)
chrX|404	ARMCX3 (-2786), ARMCX6 (-2010)
chrX|408	TMSB15A (-103289), GPRASP1 (-31328)
chrX|411	NGFRAP1 (-6322), WBP5 (+13628)
chrX|413	TMSB15B (-92241), RAB9B (-37843)
chrX|414	ZCCHC18 (+16198), SLC25A53 (+26707)
chrX|426	RBM41 (-12967), NUP62CL (+74662)
chrX|429	VSIG1 (-163199), MID2 (+55892)
chrX|430	ATG4A (+40103), COL4A6 (+307701)
chrX|432	IRS4 (+104650), COL4A5 (+191889)
chrX|436	KCNE1L (-6608), ACSL4 (+101620)
chrX|439	AMMECR1 (-63534), CHRDL1 (+414038)
chrX|444	DCX (-220627), ALG13 (-49434)
chrX|461	AGTR2 (-176974), ENSG00000228532 (-171332)
chrX|470	KLHL13 (-255758), WDR44 (-105071)
chrX|471	DOCK11 (-4871)
chrX|472	ZCCHC12 (-82752), IL13RA1 (+13466)
chrX|473	PGRMC1 (-245215), LONRF3 (+16288)
chrX|475	UBE2A (-83500), SLC25A5 (+22638)
chrX|476	SEPT6 (-47668), RPL39 (+50605)
chrX|477	NKAP (-47266), RHOXF2B (+86706)
chrX|480	GLUD2 (-306461), C1GALT1C1 (-110996)
chrX|524	ENSG00000134602 (-282292), OR13H1 (+197051)
chrX|539	SAGE1 (-350784), ZNF449 (+146280)
chrX|544	ARHGEF6 (-10754), RBMX (+87883)
chrX|614	OPN1LW (-34697), MECP2 (-11824)

